"","X.1","X","X1","row","replicate","env_scenario","delta_env","delta_gen","sample_size","total_samples","n_env","n_pop","std_dev","interaction","Sim_time","pop_cov","true_cov","cov_R","covariance","covariance_lwrCI","covariance_uprCI","covariance_pvalue","true_cov_means","cov_means_R","cov_means","cov_means_lwrCI","cov_means_uprCI","cov_means_pvalue","true_cor","cor","cor_lwrCI","cor_uprCI","cor_pvalue","GxE_Anova","true_GxE_emm","GxE_emm","GxE_emm_lwrCI","GxE_emm_uprCI","GxE_emm_pvalue","true_GxE_omega","GxE_omega","GxE_omega_lwrCI","GxE_omega_uprCI","GxE_omega_pvalue","true_GxE_means","GxE_means","GxE_means_lwrCI","GxE_means_uprCI","GxE_means_pvalue","sig","meancoverror","coverror","meangxeerror","gxeerror"
"908",11723,11740,1,2425,2,1,0.424804451409727,0.488936048932374,16,64,2,2,0.5,1.8726352294907,2.68706700007121,0.287,0.573,0.941,0.941,1.32306666666667,4.8432,0.027,0.573,0.941,0.941,0.628633333333333,0.994,0.333,1,1,1,1,0.814,0,0.585,0.505,0.402,0.613,0,0.456,0.341,0.223,0.487,0,0.585,0.505,0.409,0.605,0,TRUE,0.365366666666667,3.52013333333333,0.196,0.211
"909",11768,11785,1,242,1,1,0.864899030188099,-0.824803983327001,4,16,2,2,0.5,1.12507240986452,2.66721258958181,0.035,0.07,0.359,0.359,-0.159366666666667,4.98944999999999,0.546,0.07,0.359,0.359,-0.0966833333333333,0.95,0.999,1,1,-1,1,0.842,0.035,0.577,0.351,0.099,0.611,0.193,0.444,0.149,-0.005,0.467,0.062,0.577,0.351,0.104,0.585,0.054,FALSE,1.04668333333333,5.14881666666666,0.481,0.512
"910",11790,11807,1,2431,2,1,0.330897440435365,-0.773384072817862,16,64,2,2,0.5,1.7642566151917,2.64000360171,0.351,0.702,0.701,0.701,1.03753333333333,6.5016,0.234,0.702,0.701,0.701,0.436316666666667,0.968683333333333,0.34,1,1,1,1,0.807,0,0.768,0.705,0.582,0.822,0,0.786,0.525,0.401,0.643,0,0.768,0.705,0.6,0.819,0,TRUE,0.532366666666666,5.46406666666667,0.219,0.24
"911",11956,11973,1,2446,2,1,0.0462098421994597,0.555962709244341,16,64,2,2,0.5,0.363571313675493,2.65960769255956,-0.337,-0.674,-0.779,-0.779,-15.0995,-1.50595,0.134,-0.674,-0.779,-0.779,-0.986683333333333,-0.365600000000001,0.318,-1,-1,-1,-1,0.841,0,0.754,0.788,0.659,0.926,0,0.757,0.594,0.48,0.719,0,0.754,0.788,0.663,0.902,0,TRUE,0.621083333333332,13.59355,0.239,0.267
"912",11989,12006,1,2449,2,1,0.0201847308780998,-0.603055488783866,16,64,2,2,0.5,1.08075711783022,2.70384745200475,0.255,0.51,0.71,0.71,1.67795,12.15085,0.228,0.51,0.71,0.71,0.405316666666667,0.973,0.336,1,1,1,1,0.931,0,0.767,0.765,0.667,0.872,0,0.784,0.674,0.577,0.768,0,0.767,0.765,0.687,0.84,0,TRUE,0.567683333333333,10.4729,0.153,0.205
"913",12001,12018,1,2450,2,1,0.256203541764989,0.234438792336732,16,64,2,2,0.5,1.94514439348131,2.7308616399765,-0.375,-0.75,-0.629,-0.629,-7.1367,-0.855433333333334,0.304,-0.75,-0.629,-0.629,-0.959,-0.326316666666667,0.319,-1,-1,-1,-1,0.823,0,0.752,0.76,0.649,0.866,0,0.755,0.611,0.509,0.711,0,0.752,0.76,0.668,0.859,0,TRUE,0.632683333333333,6.28126666666667,0.191,0.217
"914",12056,12073,1,2455,2,1,0.468227991601452,0.954543242231011,16,256,4,4,0.5,3.16054061288014,4.8746338446935,-0.09,-0.121,-0.414,-0.414,-6.57308333333333,-1.09426666666667,0.315,-0.121,-0.414,-0.414,-0.617366666666667,-0.20295,0.299,-0.131,-0.529,-0.759,-0.229,0.478,0,0.725,0.722,0.674,0.773,0,0.835,0.659,0.618,0.712,0,0.725,0.722,0.681,0.761,0,TRUE,0.414416666666667,5.47881666666666,0.08,0.099
"915",12101,12118,1,245,1,1,0.997695886064321,0.0307968640699983,4,16,2,2,0.5,1.56064291950315,2.71691802740097,0.148,0.296,0.148,0.148,-0.636883333333333,3.91609999999999,0.815,0.296,0.148,0.148,-0.239666666666667,0.625366666666667,0.67,1,1,-1,1,0.831,0,0.662,0.678,0.524,0.849,0,0.584,0.591,0.455,0.775,0.001,0.662,0.678,0.511,0.844,0,TRUE,0.865033333333334,4.55298333333332,0.333,0.325
"916",12178,12195,1,2466,2,1,0.387268947903067,-0.464342570863664,16,256,4,4,0.5,2.93659753864631,4.44742968479792,0.254,0.338,0.274,0.274,0.12995,3.34713333333333,0.516,0.338,0.274,0.274,0.09295,0.464,0.498,0.356,0.318,0.031,0.569,0.688,0,0.691,0.728,0.672,0.782,0,0.757,0.592,0.541,0.658,0,0.691,0.728,0.68,0.774,0,TRUE,0.37105,3.21718333333333,0.094,0.11
"917",12212,12229,1,246,1,1,0.49590648105368,-0.731855236925185,4,16,2,2,0.5,0.492136038839817,2.61097539663315,-0.069,-0.139,-0.309,-0.309,-3.14075,0.0826833333333333,0.622,-0.139,-0.309,-0.309,-0.902,0.0937333333333331,0.649,-1,-1,-1,1,0.845,0.199,0.261,0.162,0.013,0.383,0.721,0.091,0.022,-0.016,0.189,0.263,0.261,0.162,0.01,0.408,0.533,FALSE,0.995733333333333,3.22343333333333,0.398,0.37
"918",12245,12262,1,2472,2,1,0.0265664318576455,0.309883437119424,16,256,4,4,0.5,2.87369575630873,4.7847961306572,-0.064,-0.085,-0.143,-0.143,-8.05913333333333,3.13968333333333,0.745,-0.085,-0.143,-0.143,-0.398683333333333,0.141683333333333,0.719,-0.091,-0.154,-0.533,0.24,0.853,0,0.68,0.71,0.652,0.767,0,0.91,0.723,0.687,0.776,0,0.68,0.71,0.659,0.757,0,TRUE,0.540366666666666,11.1988166666667,0.098,0.115
"919",12400,12417,1,2486,2,1,0.155378046212718,-0.922000041697174,16,256,4,4,0.5,3.72185217402875,4.4178782025973,-0.01,-0.014,0.146,0.146,-0.788933333333333,2.48441666666667,0.722,-0.014,0.146,0.146,-0.06305,0.337366666666667,0.733,-0.019,0.179,-0.145,0.465,0.809,0,0.653,0.631,0.605,0.696,0,0.783,0.603,0.571,0.656,0,0.653,0.631,0.605,0.68,0,TRUE,0.400416666666667,3.27335,0.0750000000000001,0.091
"920",12767,12784,1,252,1,1,0.102880756370723,-0.749894220381975,4,64,4,4,0.5,2.67936292244121,4.45925901333491,0.556,0.741,0.828,0.828,1.2438,5.2994,0.017,0.741,0.828,0.828,0.491266666666667,0.921,0.026,0.825,0.883,0.676,0.988,0.109,0,0.591,0.614,0.545,0.73,0,0.671,0.502,0.43,0.653,0,0.591,0.614,0.552,0.727,0,TRUE,0.429733333333333,4.0556,0.175,0.185
"921",12939,12956,1,254,1,1,0.161739505128935,-0.11338237253949,4,64,4,4,0.5,1.62253472541459,4.50961845715841,-0.145,-0.193,0.104,0.104,-1.35473333333333,1.99188333333333,0.821,-0.193,0.104,0.104,-0.258683333333333,0.434366666666667,0.803,-0.223,0.128,-0.336,0.528,0.889,0,0.629,0.65,0.592,0.753,0,0.606,0.577,0.526,0.693,0,0.629,0.65,0.586,0.756,0,TRUE,0.69305,3.34661666666666,0.17,0.161
"922",13442,13459,1,259,1,1,0.618925243150443,-0.671000217553228,4,64,4,4,0.5,3.30896296771243,4.33021569649378,-0.535,-0.713,-0.6,-0.6,-31.9651333333333,6.06891666666662,0.124,-0.713,-0.6,-0.6,-0.834,0.275883333333333,0.14,-0.908,-0.72,-0.987,0.396,0.27,0,0.772,0.913,0.812,1.03,0,0.959,0.775,0.739,0.872,0,0.772,0.913,0.824,1.025,0,TRUE,1.10988333333333,38.0340499999999,0.201,0.218
"923",13530,13547,1,2607,2,1,0.856804896844551,-0.23159448010847,2,8,2,2,1,0.992315896786749,2.35129110813141,-0.463,-0.926,-0.327,-0.327,-6.925,15.942,0.568,-0.926,-0.327,-0.327,-0.947366666666667,0.871349999999999,0.661,-1,-1,-1,1,0.946,0.475,0.314,0.462,0.028,1.271,0.857,0.132,-0.066,-0.186,0.847,0.501,0.314,0.462,0.019,1.392,0.862,FALSE,1.81871666666667,22.867,1.373,1.243
"924",13541,13558,1,2608,2,1,0.125672549242154,0.254508196376264,2,8,2,2,1,0.762625591363758,2.54755851427714,0.14,0.28,-0.057,-0.057,-9.045,4.472,0.983,0.28,-0.057,-0.057,-0.870783333333333,0.822933333333332,0.999,1,-1,-1,1,0.841,0.274,0.305,0.511,0.016,1.048,0.02,0.124,0.067,-0.07,0.864,0.273,0.305,0.511,0.058,1.096,0.312,TRUE,1.69371666666666,13.517,1.038,1.032
"925",13552,13569,1,2609,2,1,0.303376781521365,-0.795494634192437,2,8,2,2,1,1.48700292082503,2.78402327299118,0.387,0.775,0.979,0.979,0.307,29.859,0.012,0.775,0.979,0.979,-0.44,0.973683333333333,0.333,1,1,1,1,0.845,0.046,0.238,0.843,0.456,1.23,0.056,0.075,0.426,0.203,0.969,0.095,0.238,0.843,0.329,1.37,0.01,TRUE,1.41368333333333,29.552,1.041,0.774
"926",13597,13614,1,2613,2,1,0.994160851463675,-0.757692686282098,2,8,2,2,1,0.437129891477525,2.65595439275106,0.017,0.034,0.274,0.274,-1.18,3.551,0.651,0.034,0.274,0.274,-0.587683333333333,0.92,0.999,1,1,-1,1,0.829,0.536,0.251,0.251,0.006,0.726,0.848,0.084,-0.058,-0.102,0.526,0.441,0.251,0.251,0.012,0.843,0.88,FALSE,1.50768333333333,4.731,0.831,0.72
"927",13630,13647,1,2616,2,1,0.972112558083609,0.278607028070837,2,8,2,2,1,1.92823450919241,2.64160265127818,0.111,0.221,0.672,0.672,-0.667,15.561,0.214,0.221,0.672,0.672,-0.583366666666667,0.985,0.347,1,1,-1,1,0.827,0.076,0.606,0.911,0.376,1.431,0,0.489,0.365,0.175,0.932,0.077,0.606,0.911,0.36,1.461,0.012,TRUE,1.56836666666667,16.228,1.101,1.055
"928",13664,13681,1,261,1,1,0.148690596688539,0.131668986286968,4,64,4,4,0.5,2.55377759551629,4.61161692539851,0.095,0.127,0.254,0.254,-0.5371,5.68268333333333,0.564,0.127,0.254,0.254,-0.0436833333333333,0.596416666666666,0.541,0.219,0.968,-0.405,0.993,0.033,0,0.742,0.656,0.567,0.755,0,0.926,0.674,0.627,0.795,0,0.742,0.656,0.581,0.758,0,TRUE,0.640099999999999,6.21978333333333,0.177,0.188
"929",13708,13725,1,2623,2,1,0.335941387340426,-0.648528705816716,2,8,2,2,1,1.25581486290321,2.62929391860962,-0.335,-0.671,-0.66,-0.66,-5.16695,0.581,0.251,-0.671,-0.66,-0.66,-0.960683333333333,0.659366666666667,0.327,-1,-1,-1,1,0.999,0.108,0.479,0.607,0.234,0.981,0.031,0.305,0.294,0.203,0.689,0.061,0.479,0.607,0.133,1.102,0.095,TRUE,1.62005,5.74795,0.969,0.747
"930",13719,13736,1,2624,2,1,0.529579398455098,-0.435159527231008,2,8,2,2,1,1.67741675768048,2.59503729343414,0.054,0.108,-0.798,-0.798,-63.315,-0.106,0.098,0.108,-0.798,-0.798,-0.962683333333333,0.86305,0.319,1,-1,-1,-1,0.816,0.129,0.624,0.652,0.192,1.144,0.009,0.52,0.276,0.093,0.979,0.128,0.624,0.652,0.109,1.193,0.091,TRUE,1.82573333333333,63.209,1.084,0.952
"931",13741,13758,1,2626,2,1,0.419479898177087,0.439056555274874,2,8,2,2,1,0.872605354525149,2.58322755098343,0.048,0.095,0.475,0.475,-33.724,14.742,0.495,0.095,0.475,0.475,-0.570566666666667,0.96305,0.671,1,1,-1,1,0.834,0.066,0.86,0.583,0.288,0.902,0.091,0.986,0.362,0.14,0.817,0.052,0.86,0.583,0.232,0.931,0.022,FALSE,1.53361666666667,48.466,0.699,0.614
"932",13752,13769,1,2627,2,1,0.495514636859298,-0.110743466299027,2,8,2,2,1,0.204259372316301,2.56256042718887,-0.012,-0.024,0.559,0.559,-1.738,6.804,0.384,-0.024,0.559,0.559,-0.882733333333333,0.907366666666667,0.664,-1,1,-1,1,0.835,0.282,0.021,0.482,0.018,1,0.942,0.001,0.064,-0.169,0.624,0.294,0.021,0.482,0.027,1.332,0.881,FALSE,1.7901,8.542,1.305,0.982
"933",13774,13791,1,2629,2,1,0.886543328175321,0.830191211309284,2,8,2,2,1,1.24051108770072,2.72181649208069,0.307,0.614,0.585,0.585,-0.352,7.896,0.294,0.614,0.585,0.585,-0.442683333333333,0.948683333333333,0.999,1,1,-1,1,0.849,0.416,0.07,0.334,0.033,0.816,0.957,0.007,-0.021,-0.072,0.722,0.369,0.07,0.334,0.015,1.001,0.936,FALSE,1.39136666666667,8.248,0.986,0.783
"934",13797,13814,1,2631,2,1,0.258085211971775,-0.186637320090085,2,8,2,2,1,1.3246454577893,2.68999732732773,0.243,0.486,0.791,0.791,-0.433,3.884,0.143,0.486,0.791,0.791,-0.299733333333333,0.968683333333333,0.671,1,1,-1,1,0.953,0.196,0.826,0.746,0.076,1.433,0.08,0.909,0.135,-0.001,0.886,0.169,0.826,0.746,0.098,1.416,0.162,FALSE,1.26841666666667,4.317,1.318,1.357
"935",13808,13825,1,2632,2,1,0.388754441402853,0.786004562396556,2,8,2,2,1,0.396292965393513,2.72364265918732,0.394,0.789,0.192,0.192,-0.218,4.046,0.777,0.789,0.192,0.192,-0.783933333333333,0.917683333333333,0.662,1,1,-1,1,0.818,0.763,0.174,0.075,0.011,0.37,0.998,0.04,-0.073,-0.082,0.191,0.519,0.174,0.075,0.009,0.577,0.999,FALSE,1.70161666666667,4.264,0.568,0.359
"936",13819,13836,1,2633,2,1,0.840115832863376,-0.0296875508502126,2,8,2,2,1,1.49712582305074,2.71463865836461,0.288,0.575,0.499,0.499,-0.69,12.001,0.405,0.575,0.499,0.499,-0.526616666666667,0.961366666666666,0.663,1,1,-1,1,0.81,0.068,0.6,0.653,0.287,0.992,0.317,0.48,0.347,0.114,0.854,0.056,0.6,0.653,0.265,1.038,0.233,FALSE,1.48798333333333,12.691,0.773,0.705
"937",13863,13880,1,2637,2,1,0.839403408346698,-0.572520087938756,2,8,2,2,1,1.77648227196187,2.53691671689351,-0.434,-0.869,-0.036,-0.036,-1.251,6.006,0.971,-0.869,-0.036,-0.036,-0.917366666666667,0.927366666666667,0.999,-1,-1,-1,1,0.821,0.402,0.21,0.769,0.056,1.815,0.164,0.059,-0.018,-0.128,0.839,0.415,0.21,0.769,0.043,1.986,0.699,FALSE,1.84473333333333,7.257,1.943,1.759
"938",13874,13891,1,2638,2,1,0.465147844515741,-0.431808413937688,2,8,2,2,1,1.42766756238416,2.68180804649989,0.158,0.316,0.035,0.035,-7.71198333333333,1.931,0.904,0.316,0.035,0.035,-0.9061,0.893683333333333,0.999,1,1,-1,1,0.999,0.44,0.424,0.344,0.005,0.907,0.969,0.24,-0.031,-0.122,0.745,0.395,0.424,0.344,0.014,1.075,0.973,FALSE,1.79978333333333,9.64298333333333,1.061,0.902
"939",13885,13902,1,2639,2,1,0.359506785171106,0.18751462129876,2,8,2,2,1,0.529807130806148,2.63547304471334,-0.274,-0.548,-0.9,-0.9,-4.025,1.192,0.047,-0.548,-0.9,-0.9,-0.98205,0.145199999999999,0.663,-1,-1,-1,1,0.838,0.184,0.466,0.675,0.132,1.181,0.071,0.29,0.136,-0.029,0.73,0.196,0.466,0.675,0.112,1.302,0.2,FALSE,1.12725,5.217,1.19,1.049
"940",13886,13903,1,263,1,1,0.682057100115344,0.392988484352827,4,64,4,4,0.5,2.55806452408433,4.54819844563802,0.663,0.884,0.958,0.958,2.22095,6.70908333333333,0.002,0.884,0.958,0.958,0.602,0.973,0,0.964,0.995,0.846,0.999,0.01,0,0.647,0.733,0.644,0.841,0,0.607,0.582,0.518,0.711,0,0.647,0.733,0.648,0.853,0,TRUE,0.371,4.48813333333333,0.205,0.197
"941",13908,13925,1,2641,2,1,0.680293795885518,-0.601667816285044,2,8,2,2,1,0.567660049069673,2.77527445952098,-0.127,-0.255,-0.454,-0.454,-1.509,1.658,0.483,-0.255,-0.454,-0.454,-0.961,0.4591,0.999,-1,-1,-1,1,0.826,0.4,0.407,0.407,0.023,1.01,0,0.221,-0.012,-0.098,0.565,0.354,0.407,0.407,0.02,0.984,0.485,TRUE,1.4201,3.167,0.964,0.987
"942",13996,14013,1,2649,2,1,0.764866061275825,0.532752758357674,2,8,2,2,1,1.68418986303732,2.53652715285619,-0.271,-0.542,0.085,0.085,-24.248,1.889,0.923,-0.542,0.085,0.085,-0.880683333333333,0.926683333333333,0.999,-1,1,-1,1,0.999,0.569,0.507,0.193,0.015,0.602,0.985,0.343,-0.083,-0.169,0.71,0.554,0.507,0.193,0.014,0.916,0.98,FALSE,1.80736666666667,26.137,0.902,0.587
"943",13997,14014,1,264,1,1,0.302431766176596,-0.429014741443098,4,64,4,4,0.5,3.40381633955985,4.28926871220271,0.011,0.015,0.157,0.157,-1.74428333333333,5.11446666666666,0.707,0.015,0.157,0.157,-0.2681,0.534683333333333,0.72,0.031,0.202,-0.344,0.709,0.818,0,0.661,0.682,0.56,0.808,0,0.709,0.559,0.493,0.715,0,0.661,0.682,0.573,0.791,0,TRUE,0.802783333333333,6.85874999999999,0.218,0.248
"944",14008,14025,1,2650,2,1,0.978162343380973,0.795102196279913,2,8,2,2,1,1.02528779255226,2.61712630987167,0.233,0.467,0.368,0.368,-31.81,45.975,0.552,0.467,0.368,0.368,-0.8961,0.942099999999999,0.677,1,1,-1,1,0.788,0.252,0.598,0.611,0.03,1.192,0.017,0.477,0.107,-0.099,0.668,0.238,0.598,0.611,0.071,1.289,0.293,TRUE,1.8382,77.785,1.218,1.162
"945",14083,14100,1,2665,2,1,0.622696248115972,-0.405001326464117,2,32,4,4,1,1.62980082210386,4.71203841368357,-0.414,-0.552,-0.764,-0.764,-6.67855,0.105066666666664,0.046,-0.552,-0.764,-0.764,-0.847733333333333,0.304683333333333,0.041,-0.905,-0.913,-0.99,0.076,0.099,0.034,0.631,0.77,0.621,1.062,0.064,0.585,0.337,0.31,0.761,0.032,0.631,0.77,0.622,1.189,0.011,FALSE,1.15241666666667,6.78361666666666,0.567,0.441
"946",14089,14106,1,2666,2,1,0.766851624473929,-0.397460897453129,2,32,4,4,1,2.28846213687211,4.25641721487045,0.431,0.574,0.581,0.581,-0.698366666666667,3.52073333333333,0.14,0.574,0.581,0.581,-0.336416666666667,0.809,0.146,0.968,0.585,-0.257,0.911,0.418,0.009,0.601,0.791,0.658,1.033,0.011,0.737,0.402,0.367,0.777,0.011,0.601,0.791,0.616,1.195,0.001,TRUE,1.14541666666667,4.2191,0.579,0.375
"947",14189,14206,1,2675,2,1,0.0346369419712573,-0.426148969680071,2,32,4,4,1,3.32082464033738,4.52352821826935,-0.124,-0.165,0.905,0.905,0.41885,4.7003,0.007,-0.165,0.905,0.905,-0.0853666666666667,0.923683333333333,0.007,-0.638,0.99,0.308,0.996,0.007,0.035,0.74,0.669,0.608,0.867,0.214,0.808,0.3,0.309,0.677,0.035,0.74,0.669,0.532,1.067,0.059,TRUE,1.00905,4.28145,0.535,0.259
"948",14211,14228,1,2677,2,1,0.664408344775438,-0.113059928640723,2,32,4,4,1,1.61958811159944,4.45090434948603,-0.167,-0.222,-0.315,-0.315,-3.68951666666667,1.18191666666666,0.461,-0.222,-0.315,-0.315,-0.793683333333333,0.448683333333333,0.453,-0.824,-0.813,-0.956,0.86,0.18,0.176,0.628,0.773,0.62,1.173,0.008,0.541,0.16,0.147,0.676,0.161,0.628,0.773,0.567,1.258,0.036,TRUE,1.24236666666667,4.87143333333333,0.691,0.553
"949",14233,14250,1,2679,2,1,0.699888006784022,0.0809639105573297,2,32,4,4,1,3.48977092467248,4.31858110427856,-0.09,-0.12,-0.232,-0.232,-2.35651666666667,0.893833333333333,0.58,-0.12,-0.232,-0.232,-0.756783333333333,0.467449999999999,0.555,-0.173,-0.327,-0.88,0.617,0.673,0.027,0.599,0.772,0.579,1.039,0.014,0.666,0.322,0.284,0.693,0.028,0.599,0.772,0.597,1.138,0,TRUE,1.22423333333333,3.25035,0.541,0.46
"950",14234,14251,1,267,1,1,0.00921577448025346,0.06418118160218,4,64,4,4,0.5,1.60887918768916,4.36507811148961,-0.44,-0.587,-0.778,-0.778,-5.73651666666667,-1.40475,0.04,-0.587,-0.778,-0.778,-0.87705,-0.360316666666667,0.041,-0.796,-0.78,-0.957,-0.427,0.212,0,0.703,0.648,0.579,0.765,0,0.834,0.565,0.512,0.693,0,0.703,0.648,0.564,0.758,0,TRUE,0.516733333333333,4.33176666666667,0.194,0.186
"951",14267,14284,1,2682,2,1,0.397273737471551,0.26785294432193,2,32,4,4,1,2.76320107607171,4.48911124865214,-0.31,-0.413,-0.26,-0.26,-7.40471666666667,3.34271666666667,0.542,-0.413,-0.26,-0.26,-0.8231,0.569833333333333,0.486,-0.574,-0.464,-0.977,0.75,0.553,0.027,0.642,0.818,0.635,1.133,0.042,0.666,0.378,0.342,0.791,0.019,0.642,0.818,0.585,1.321,0.034,TRUE,1.39293333333333,10.7474333333333,0.736,0.498
"952",14457,14474,1,26,1,1,0.505153410602361,0.103815490845591,2,8,2,2,0.5,1.6289971396327,2.60850675900777,0.05,0.099,0.867,0.867,-546.153,60.859,0.194,0.099,0.867,0.867,-0.737683333333333,0.969,0.314,1,1,-1,1,0.816,0.006,0.827,1.356,1.052,1.663,0,0.912,0.775,0.738,0.992,0.019,0.827,1.356,0.916,1.836,0,TRUE,1.70668333333333,607.012,0.92,0.611
"953",14479,14496,1,2701,2,1,0.931260318262503,0.678767714649439,2,128,8,8,1,7.43966494360939,12.3799925287565,0.16,0.183,-0.331,-0.331,-4.08325,0.306199999999999,0.27,0.183,-0.331,-0.331,-0.637366666666667,0.194683333333333,0.282,0.263,-0.392,-0.674,0.066,0.35,0,0.677,0.807,0.775,0.981,0,0.865,0.418,0.517,0.716,0,0.677,0.807,0.792,1.078,0,TRUE,0.83205,4.38945,0.286,0.206
"954",14545,14562,1,2707,2,1,0.0690710858907551,-0.430145622231066,2,128,8,8,1,5.9225207567215,12.3466619133949,0.461,0.527,0.061,0.061,-2.35855,3.78188333333333,0.854,0.527,0.061,0.061,-0.400783333333333,0.505683333333333,0.835,0.726,0.073,-0.388,0.469,0.876,0,0.736,0.913,0.876,1.027,0,0.81,0.576,0.646,0.798,0,0.736,0.913,0.855,1.092,0,TRUE,0.906466666666666,6.14043333333333,0.237,0.151
"955",14612,14629,1,2713,2,1,0.0139186980668455,-0.652631739154458,2,128,8,8,1,4.09392239991575,12.9772511005402,-0.063,-0.072,0.069,0.069,-1.35936666666667,3.07001666666666,0.821,-0.072,0.069,0.069,-0.343833333333333,0.515466666666666,0.808,-0.113,0.1,-0.453,0.614,0.818,0,0.67,0.889,0.848,1.081,0,0.712,0.334,0.445,0.695,0.001,0.67,0.889,0.837,1.109,0,TRUE,0.859299999999999,4.42938333333333,0.272,0.233
"956",14645,14662,1,2716,2,1,0.034241575980559,0.898317249957472,2,128,8,8,1,7.13956325687468,12.4209619363149,-0.035,-0.04,0.069,0.069,-2.3981,3.7426,0.817,-0.04,0.069,0.069,-0.434733333333333,0.459,0.817,-0.048,0.082,-0.407,0.485,0.856,0,0.695,0.851,0.824,1.007,0,0.801,0.455,0.546,0.755,0,0.695,0.851,0.814,1.069,0,TRUE,0.893733333333333,6.1407,0.255,0.183
"957",14667,14684,1,2718,2,1,0.0507972440682352,-0.0742446104995906,2,128,8,8,1,0.716199076783378,12.8921776851018,-0.462,-0.528,-0.255,-0.255,-2.22946666666667,0.799033333333332,0.409,-0.528,-0.255,-0.255,-0.59405,0.211366666666667,0.4,-0.781,-0.328,-0.696,0.237,0.444,0.006,0.706,0.853,0.82,1.061,0,0.721,0.241,0.362,0.64,0.011,0.706,0.853,0.817,1.1,0,TRUE,0.805416666666667,3.0285,0.283,0.241
"958",14679,14696,1,271,1,1,0.247975786682218,-0.458962988574058,4,64,4,4,0.5,2.15356597071514,7.2776636560758,-0.238,-0.317,-0.313,-0.313,-3.48848333333333,-0.243216666666667,0.481,-0.317,-0.313,-0.313,-0.638683333333333,-0.025,0.443,-0.594,-0.619,-0.923,-0.109,0.405,0,0.73,0.633,0.545,0.741,0,0.819,0.587,0.508,0.726,0,0.73,0.633,0.546,0.731,0,TRUE,0.613683333333333,3.24526666666666,0.185,0.196
"959",14789,14806,1,2729,2,1,0.42409506579861,-0.0476993131451309,2,128,8,8,1,6.79883485287428,12.6292010585467,0.202,0.231,0.486,0.486,0.54995,4.8532,0.087,0.231,0.486,0.486,-0.00173333333333333,0.811366666666667,0.102,0.462,0.769,0.232,0.889,0.018,0,0.672,0.902,0.88,1.084,0,0.7,0.407,0.518,0.714,0,0.672,0.902,0.86,1.155,0,TRUE,0.8131,4.30325,0.295,0.204
"960",14934,14951,1,2742,2,1,0.197760130977258,0.785544014535844,2,128,8,8,1,7.05867499671876,12.4394987940788,-0.413,-0.472,-0.424,-0.424,-3.53925,-0.503500000000002,0.16,-0.472,-0.424,-0.424,-0.651416666666667,-0.008,0.14,-0.758,-0.561,-0.742,-0.203,0.153,0,0.643,0.755,0.71,0.891,0,0.672,0.394,0.469,0.69,0,0.643,0.755,0.714,0.942,0,TRUE,0.643416666666667,3.03575,0.228,0.181
"961",14967,14984,1,2745,2,1,0.606663111364469,0.292059374973178,2,128,8,8,1,5.18244107300416,12.6152736226718,0.377,0.431,0.409,0.409,0.320116666666667,3.36768333333333,0.171,0.431,0.409,0.409,0.0562666666666667,0.678733333333333,0.15,0.899,0.687,0.216,0.861,0.055,0,0.733,0.909,0.882,1.08,0,0.771,0.426,0.498,0.717,0,0.733,0.909,0.885,1.143,0,TRUE,0.622466666666666,3.04756666666666,0.258,0.198
"962",15431,15448,1,2801,2,1,0.0567842833697796,0.772688052151352,4,16,2,2,1,0.857229385990649,2.5360053618749,-0.33,-0.661,-0.056,-0.056,-14.75835,18.40635,0.941,-0.661,-0.056,-0.056,-0.89605,0.878,0.679,-1,-1,-1,1,0.846,0.033,0.805,0.674,0.236,1.144,0.001,0.864,0.236,0.003,0.634,0.03,0.805,0.674,0.221,1.119,0.02,TRUE,1.77405,33.1647,0.898,0.908
"963",15486,15503,1,2806,2,1,0.0890679629519582,0.307170810643584,4,16,2,2,1,1.2167327189818,2.65860123634338,-0.464,-0.928,-0.473,-0.473,-3.55885,0.778733333333333,0.451,-0.928,-0.473,-0.473,-0.927,0.138733333333333,0.999,-1,-1,-1,1,0.824,0.06,0.63,0.532,0.091,0.963,0.103,0.528,0.129,-0.035,0.557,0.093,0.63,0.532,0.146,0.913,0.09,FALSE,1.06573333333333,4.33758333333333,0.767,0.872
"964",15519,15536,1,2809,2,1,0.0216436807531863,0.203077333513647,4,16,2,2,1,1.64636745257303,2.54531730810801,-0.005,-0.01,0.044,0.044,-4.6391,1.58956666666666,0.954,-0.01,0.044,0.044,-0.864,0.552833333333333,0.999,-1,1,-1,1,0.829,0.85,0.148,0.04,0.005,0.43,0.998,0.029,-0.048,-0.057,0.19,0.645,0.148,0.04,0.007,0.424,0.998,FALSE,1.41683333333333,6.22866666666666,0.417,0.425
"965",15542,15559,1,2811,2,1,0.978936441009864,-0.720947474241257,4,16,2,2,1,0.2186896847561,2.8665981610616,-0.225,-0.449,-0.52,-0.52,-7.29458333333333,2.24656666666667,0.394,-0.449,-0.52,-0.52,-0.964,0.180566666666666,0.648,-1,-1,-1,1,0.829,0.383,0.153,0.243,0.01,0.714,0.275,0.031,-0.009,-0.059,0.398,0.375,0.153,0.243,0.009,0.626,0.691,FALSE,1.14456666666667,9.54115,0.617,0.704
